vacancy_id,job_title,company_name,experience_required,salary,region,company_domain,is_remote,date,hard_skills,soft_skills,tool_name,role_name,text
11,CV / ML / DL инженер (джун),NVI Solutions LLC,Нет опыта,от 100 000 руб. до 150 000 руб.,Москва,IT-компания,False,2025-08-08,"Поддержка инфраструктуры, Работа с данными, Разработка нейросетевых детекторов и классификаторов","коммуникация, самостоятельность","C#, C++, Go, OneTBB, OpenCV, TensorRT, Airflow, Apache Airflow, Apache Kafka, BigQuery, CVAT, Cassandra, ClickHouse, Clickhouse, Data Factory, Data Warehouse, Debezium, Django, Docker, DuckDB, Excel, FastAPI, Flask, Gitlab, Go, Google Big Query, Grafana, GreenPlum, Greenplum, Hadoop, Hive, Jira, JupyterLab, Kafka, Linux, Loki, MS Power BI, MongoDB, MySQL, NoSQL, NumPy, Numpy, OneLake, OpenCV, Oracle, Pandas, Polars, PostgreSQL, Presto, Prometheus, Prometheus/Grafana, PyCharm/VSCode, PySpark, PyTorch, Pyspark, Python, Python (Pandas, NumPy, MatPlotLib), Python (pandas, sklearn), Requests, S3, S3 хранилище, SQL, SQL (MS SQL, pgSql, mySql), SQLAlchemy, SciPy, Scikit-Learn, Spark, Starrocks, TF, TensorFlow, Teradata, Vertica, bash, catboost, dbt, itertools, k8s, lightgbm, matplotlib, matplotlib.pyplot, networkx, numpy, oracle, pandas, postgresql, pylab, pytorch, requests, scikit-image, scikit-learn, scipy, scipy.optimize, seaborn, sklearn, sklearn.preprocessing, sqlalchemy, visualisation, xgboost, Временные данные, Геоданные, ООП, СУБД, Табличные данные, Текст, Фото, PyTorch, Python",Дата-сайентист,CV / ML / DL инженер (джун)
12,Data Engineer,MIA Dev,От 3 до 6 лет,от 250 000 руб. до 320 000 руб.,Москва,,True,2025-09-02,"Big Data, Data Analysis, ETL, Python, SQL, Работа с базами данных",Аналитические навыки,"Airflow, Apache AirFlow, Apache Airflow, Apache Flink, Apache Nifi, Apache Spark, BigData, ClickHouse, Databricks, Docker, Flink, Grafana, Greenplum, HDFS, Hadoop, Hive, HiveQL, Jupyter Notebook, Kafka, Kubernetes, RabbitMQ, Spark, Excel, Python, SQL, real-world datasets, AirFlow, Airflow, Apache Airflow, Apache Nifi, ETL, Extract, Hadoop, Hive, Informatica, Kafka, Load, MS SSIS, Microsoft Fabric, NiFi, Prefect, PySpark, Python, SAS, SQL, Spark, Talend, Transform, dbt, AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, BQ, CTE, Cassandra, ClickHouse, Clickhouse, DB2, Functions, Greenplum, Hive, JOIN, MS SQL, MsSQL, MySQL, NoSQL, Oracle, Oracle/MS SQL/Teradata/SQL Server/SAP (Sybase)/Greenplum, PL/SQL, PostgreSQL, Postgres, SQL, Spark, Stored procedures, Trino, Views, mySql, pgSql, Распределённые вычисления, агрегатные функции, группировки, оконные функции, оптимизация, процедуры, Alembic, Cassandra, ClickHouse, Clickhouse, DB2, GreenPlum, Greenplum, Groovy, Hive, Iceberg, Impala, Java, Kafka, Kyuubi, MS SQL, MSSQL, Microsoft SQL Server, MongoDB, MySQL, No-SQL, NoSQL, NoSQL (MongoDB, Cassandra), OLAP, OLTP, OpenSearch, Opensearch, Oracle, PostgreSQL, Postgres, PostgresSQL, PySpark, QDrant, Qdrant, Redis, S3, SQL, SQL (PostgreSQL, MySQL), SQLAlchemy, Superset, aioodbc, alembic, elasticsearch, pgvector, pyodbc",Дата-сайентист,Data Engineer
13,Data Engineer,Аврора Сервис,От 1 года до 3 лет,от 100 000 KZT до 1 000 000 KZT,Астана,Разработка информационных сервисов,False,2025-09-02,"Проектирование баз данных, Работа с Git, Работа с инструментами тестирования API, Разработка ETL, Сбор данных",,"MongoDB, MySQL, PostgreSQL, Redis, SQL, dbt, Git, GitLab, commit, git pull, push, Insomnia, Postman, Airflow, Apache NiFi, Celery, Docker, Docker Compose, FastAPI, GIT + Jenkins, Hadoop, Informatica PowerCenter (Developer), Kubernetes, MS SQL Server, MongoDB, PostgreSQL, Pydantic, Python, RabbitMQ, Redis, Scala, Spark, Apache Airflow, Python, государственные и коммерческие базы данных, датчики, камеры, сотовые операторы",Дата-сайентист,Data Engineer
14,"Junior Data Scientist, Отдел сопровождения проектов ИИ",QazCloud,От 1 года до 3 лет,,Астана,,False,2025-08-11,"Feature engineering, Анализ данных, Машинное обучение, Работа с Excel и BI-инструментами, Работа с Git, Работа с Linux и облачными сервисами, Работа с SQL","задавание вопросов, работа в команде, чтение документации","Python, numpy, pandas, scikit-learn, Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, AirFlow, Airflow, CatBoost, Catboost, Deep Learning, Grafana, HDFS, Hadoop, Hive, Hugging Face, HuggingFace, HuggingFace Transformers, JupiterLab, K8s, Kafka, Keras, LightGBM, ML, ML/DL, MLflow, Mlflow, NumPy, Numpy, Nvidia4rec, Pandas, PySpark, PyTorch, Python, Python 3.X, Pytorch, Reinforcement Learning, Rust, S3, SciPy, Scikit Learn, Scikit-Learn, Scikit-learn, Seaborn, Spark, Spark ML, Supervised learning, TensorFlow, Tensorflow, Torch, XGBoost, Xgboost, catboost, git, lightgbm, numpy, pandas, plotly, prophet, scikit-learn, seaborn, sklearn, statsmodels, transformers, xgboost, Теоретические и практические методы машинного обучения, алгоритмы машинного обучения, аналитический стек библиотек Python, основные библиотеки анализа данных, Git, GitLab, commit, git pull, push, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД",Дата-сайентист,"Junior Data Scientist, Отдел сопровождения проектов ИИ"
15,Prompt engineer,Netwrk,От 1 года до 3 лет,,Москва,Динамичная и инновационная компания,True,2025-08-11,"Fine-tuning моделей, NLP, Prompt инжиниринг, Интеграция нейросетей, Оценка генерации, Программирование, Работа с LLM","Гибкость, Креативность, Ориентированность на продукт, Умение объяснять","Claude, GPT, Gemini, Llama, LoRA, Mistral, QLoRA, BERT, GPT, HuggingFace, LLAMA, LLM, Mistral, NLP, PyTorch, Python, QWEN, RAG, STT/TTS, Transformers, intent detection, prompt engineering, sentiment analysis, vLLM, Нейросети для обработки текста, классификация текстов, определение намерений, токенизация, управление структурированным выводом, эмбеддинги, Hugging Face, LangChain, LlamaIndex, API, AutoGPT, LangChain, SDK, BLEU, ROUGE, human eval, API, Bash, C, C++, Dagster, Docker, FastAPI, Flask, Git, GitLab, Go, Groovy, Hive, JAVA, Java, JavaScript, JavaScript (Node.js), Kotlin, Linux, Matlab, PL/SQL, PL/pgSQL, PowerShell, PySpark, Python, Rust, SQL, Scala, Spark, asyncio, Anthropic, BERT, BERT-like, Bash, ChatGPT, Claude, CoT, Cohere, Cotype Nano, EfficientNet, GPT, GigaChat, Git, Google Gemini, Hugging Face, HuggingFace, LLM, LangChain, Linux, Llama, LlamaIndex, LoRA, Mistral, Numpy, Ollam, OpenAI, OpenAI GPT, Pixtral, Prompt tuning, PyTorch, Qwen, Qwen VL, RAG, ResNet, SO, Scikit-learn, T-Pro, TensorFlow, autogen, checklists, fine-tuning, langchain, langflow, langgraph, llamaindex, open-source модели, pandas, Промптинг, Яндекс, кастомизация",Дата-сайентист,Prompt engineer
16,Data scientist,Sayhire,От 1 года до 3 лет,,Иннополис,Кадровое агентство,False,2025-08-28,"Анализ временных рядов, Анализ данных, Визуализация данных, Работа в командной строке, Работа с версиями кода, Разработка моделей машинного обучения",Работа в команде,"NumPy, Python, SciPy, Time Series, pandas, prophet, python, scikit-learn, sklearn, statsmodels, Авто МЛ ARIMA, Математическая и статистическая база, Математическая статистика, Теория вероятностей, Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, Apache Superset, BI-инструменты, ClickHouse, DAX, Dash, Data Studio, DataLens, Datalens, Excel, Folium, Jupyter, Jupyter Notebook, KeplerGL, Leaflet, Looker, MS Power BI, Matplotlib, Metabase, Plotly, Power BI, Python, Python (Pandas, NumPy, MatPlotLib), Qlik, Qlik Sense, Redash, Seaborn, Superset, Tableau, Yandex DataLens, dataflows, matplotlib, matplotlib.pyplot, matplotlib/seaborn, plotly, powerBI, seaborn, shared datasets, базовые инструменты визуализации, инструменты визуализации данных, Linux, Linux/MacOS, Linux/bash, bash, cmd, Git, AWS, CatBoost, DVC, Databricks, FastAPI, Flask, GBM, Hugging Face, Hugging Face Transformers, Keras, LLM, LightGBM, MLflow, Matlab, NLP, NLTK, NumPy, Numpy, Pandas, PyTorch, Python, R, SAS, SQL, SVM, SciPy, Scikit-Learn, Scikit-learn, TensorFlow, Tensorflow, Torch, XGBoost, catboost, k-NN, lgbm, lightgbm, matplotlib, ngboost, numpy, pandas, scikit-learn, scipy, sklearn, spaCy, xgboost, контролируемое и неконтролируемое машинное обучение, предиктивное моделирование, семантический анализ",Дата-сайентист,Data scientist
17,Prompt-инженер / AI-Prototype Developer,Take&Make,Нет опыта,,Москва,digital-студия,True,2025-08-06,"Rapid Prototyping, Промт-инжиниринг, Работа с API, Работа с JSON","Быстрая обучаемость, Гибкий подход, Самостоятельность","Make, Notion, Pory, Tally, Voiceflow, Zapier, ChatGPT, Claude, DeepSeek, GPT, Mistral, 11Labs, API, Claude, Google Apps Script, GraphQL, Heygen, Make, OpenAI, REST, REST API, REST/GraphQL, RESTful сервисы, RPC, SOAP, SciPy, WebSocket, Whisper, Zapier, fastapi, flask, matplotlib, n8n, numpy, pandas, requests, scikit_learn, JSON, REST API, webhooks",Дата-сайентист,Prompt-инженер / AI-Prototype Developer
18,Middle Data Engineer,Международная iGaming платформа,От 3 до 6 лет,,Москва,iGaming,True,2025-09-04,"Мониторинг, Работа с Docker, Работа с Kubernetes, Работа с NoSQL, Работа с SQL, Работа с колоночными хранилищами, Работа с облачными объектными хранилищами, Работа с системами оркестрации, Разработка ETL/ELT","Командная работа, Коммуникация","Alertmanager, BI-инструменты, ELK, Grafana, ML Monitoring tools, Prometheus, QlikSense, Sentry, Zabbix, Airflow, Docker, Docker Compose, Kubernetes, Cassandra, DynamoDB, MongoDB, NoSQL, Redis, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД, ClickHouse, S3, Apache Airflow, Apache Airflow, Apache Flink, Apache Kafka Streams, Apache Spark, ETL/ELT, Python, SQL",Дата-сайентист,Middle Data Engineer
19,Data Scientist (антифрод модели),Data-Driven Lab,От 1 года до 3 лет,,Москва,IT-компания,True,2025-09-01,"Анализ данных, Визуализация данных, Математическая статистика, Математическое моделирование, Машинное обучение, Работа с ETL-конвейерами, Работа с SQL, Разработка антифрод моделей","Взаимодействие, Коммуникация","Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, Apache Superset, BI-инструменты, ClickHouse, DAX, Dash, Data Studio, DataLens, Datalens, Excel, Folium, Jupyter, Jupyter Notebook, KeplerGL, Leaflet, Looker, MS Power BI, Matplotlib, Metabase, Plotly, Power BI, Python, Python (Pandas, NumPy, MatPlotLib), Qlik, Qlik Sense, Redash, Seaborn, Superset, Tableau, Yandex DataLens, dataflows, matplotlib, matplotlib.pyplot, matplotlib/seaborn, plotly, powerBI, seaborn, shared datasets, базовые инструменты визуализации, инструменты визуализации данных, A/B тестирование, LightGBM, Matplotlib, Numpy, PyTorch, Python, SQL, Scikit-learn, XGBoost, pandas, python, Исследовательский анализ данных, Математическая статистика, Математический анализ, Теория вероятностей, бутстрэп, доверительные интервалы, статистические тесты, теория статистики, Python, Математическая статистика, Теория вероятностей, AirFlow, Airflow, CatBoost, Catboost, Deep Learning, Grafana, HDFS, Hadoop, Hive, Hugging Face, HuggingFace, HuggingFace Transformers, JupiterLab, K8s, Kafka, Keras, LightGBM, ML, ML/DL, MLflow, Mlflow, NumPy, Numpy, Nvidia4rec, Pandas, PySpark, PyTorch, Python, Python 3.X, Pytorch, Reinforcement Learning, Rust, S3, SciPy, Scikit Learn, Scikit-Learn, Scikit-learn, Seaborn, Spark, Spark ML, Supervised learning, TensorFlow, Tensorflow, Torch, XGBoost, Xgboost, catboost, git, lightgbm, numpy, pandas, plotly, prophet, scikit-learn, seaborn, sklearn, statsmodels, transformers, xgboost, Теоретические и практические методы машинного обучения, алгоритмы машинного обучения, аналитический стек библиотек Python, основные библиотеки анализа данных, Airflow, Apache Airflow, DBT, Kafka, Spark, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД, CatBoost, Pytorch, Xgboost",Дата-сайентист,Data Scientist (антифрод модели)
20,"AI-интегратор / No-code инженер (n8n/make, API)",Академия REMOTE TEAM,От 1 года до 3 лет,от 140 000 руб.,Москва,Консалтинговая компания,True,2025-09-02,"Понимание современных LLM и AI-архитектур, Программирование, Работа с API, Работа с JSON","Готовность осваивать новое, Самостоятельность","Langchain, RAG, embeddings, агенты, API, Bash, C, C++, Dagster, Docker, FastAPI, Flask, Git, GitLab, Go, Groovy, Hive, JAVA, Java, JavaScript, JavaScript (Node.js), Kotlin, Linux, Matlab, PL/SQL, PL/pgSQL, PowerShell, PySpark, Python, Rust, SQL, Scala, Spark, asyncio, 11Labs, API, Claude, Google Apps Script, GraphQL, Heygen, Make, OpenAI, REST, REST API, REST/GraphQL, RESTful сервисы, RPC, SOAP, SciPy, WebSocket, Whisper, Zapier, fastapi, flask, matplotlib, n8n, numpy, pandas, requests, scikit_learn, JSON, REST API, webhooks",Дата-сайентист,"AI-интегратор / No-code инженер (n8n/make, API)"
21,Data Engineer/ инженер данных,Мокка,От 1 года до 3 лет,,Москва,Финтех,False,2025-08-25,"Проектирование DWH, Работа с данными, Разработка ETL/ELT процессов","Открыто общаемся, Помогаем раскрыть потенциал","BigQuery, ClickHouse, Clickhouse, DWH, Data Vault, Kimball, MS SQL Server, PostgreSQL, Postgres, Snowflake, Airflow, Apache Airflow, Apache Kafka, BigQuery, CVAT, Cassandra, ClickHouse, Clickhouse, Data Factory, Data Warehouse, Debezium, Django, Docker, DuckDB, Excel, FastAPI, Flask, Gitlab, Go, Google Big Query, Grafana, GreenPlum, Greenplum, Hadoop, Hive, Jira, JupyterLab, Kafka, Linux, Loki, MS Power BI, MongoDB, MySQL, NoSQL, NumPy, Numpy, OneLake, OpenCV, Oracle, Pandas, Polars, PostgreSQL, Presto, Prometheus, Prometheus/Grafana, PyCharm/VSCode, PySpark, PyTorch, Pyspark, Python, Python (Pandas, NumPy, MatPlotLib), Python (pandas, sklearn), Requests, S3, S3 хранилище, SQL, SQL (MS SQL, pgSql, mySql), SQLAlchemy, SciPy, Scikit-Learn, Spark, Starrocks, TF, TensorFlow, Teradata, Vertica, bash, catboost, dbt, itertools, k8s, lightgbm, matplotlib, matplotlib.pyplot, networkx, numpy, oracle, pandas, postgresql, pylab, pytorch, requests, scikit-image, scikit-learn, scipy, scipy.optimize, seaborn, sklearn, sklearn.preprocessing, sqlalchemy, visualisation, xgboost, Временные данные, Геоданные, ООП, СУБД, Табличные данные, Текст, Фото, Apache Airflow, Apache NiFi",Дата-сайентист,Data Engineer/ инженер данных
22,Data Engineer (E-com),"МАГНИТ, Розничная сеть",От 1 года до 3 лет,,Москва,Розничная сеть,True,2025-09-04,"Парсинг данных, Работа с Airflow, Работа с Python, Работа с SQL",Командная работа,"Apache Airflow, AirFlow, Airflow, Airflow 2.x, Apache Airflow, API, AirFlow, FastAPI, Flask, NumPy, Numpy, Pandas, Python, Python 3, Python 3.*, Python 3.11, Python 3.х, SDK, matplotlib, numpy, pandas, scikit-learn, transformers, Антипаттерны, ООП, Паттерны проектирования, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД",Дата-сайентист,Data Engineer (E-com)
23,Специалист по работе с ИИ,Фотостудия сюжетная линия,Нет опыта,от 55 000 руб.,Санкт-Петербург,Детская фотостудия,False,2025-08-08,"Внедрение нейросетей, Работа с большим объёмом информации, Работа с нейросетями, Разработка технических заданий, Сбор и анализ информации","Инновационность, Креативность, Обучение и развитие, Работа в команде","Python, CNN, ChatGPT, LLM, Midjorney, Pytorch, RNN, Stabile Diffusion, diffusion, трансформеры",Дата-сайентист,Специалист по работе с ИИ
24,Junior Data Scientist,А1 (Унитарное предприятие А1),Нет опыта,,Минск,"Информационные технологии, телеком",False,2025-08-20,"Big Data, Data Analysis, Data Science, SQL, Английский язык, Маркетинговый анализ, Математическая статистика, Методы машинного обучения, Работа с BI-инструментами, Работа со статистическими пакетами, Статистический анализ",коммуникация,"Airflow, Apache AirFlow, Apache Airflow, Apache Flink, Apache Nifi, Apache Spark, BigData, ClickHouse, Databricks, Docker, Flink, Grafana, Greenplum, HDFS, Hadoop, Hive, HiveQL, Jupyter Notebook, Kafka, Kubernetes, RabbitMQ, Spark, Excel, Python, SQL, real-world datasets, Matplotlib/Seaborn, Pandas, PostgreSQL, PyTorch, Python, Scikit-learn, TensorFlow, BQ, CTE, Cassandra, ClickHouse, Clickhouse, DB2, Functions, Greenplum, Hive, JOIN, MS SQL, MsSQL, MySQL, NoSQL, Oracle, Oracle/MS SQL/Teradata/SQL Server/SAP (Sybase)/Greenplum, PL/SQL, PostgreSQL, Postgres, SQL, Spark, Stored procedures, Trino, Views, mySql, pgSql, Распределённые вычисления, агрегатные функции, группировки, оконные функции, оптимизация, процедуры, Английский, Английский язык, чтение технической документации, A/B тестирование, LightGBM, Matplotlib, Numpy, PyTorch, Python, SQL, Scikit-learn, XGBoost, pandas, python, Исследовательский анализ данных, Математическая статистика, Математический анализ, Теория вероятностей, бутстрэп, доверительные интервалы, статистические тесты, теория статистики, Python, R, BI, MS Power BI, Metabase, Microstrategy, PIX BI, Power BI, QlikSense, QlikView, Superset, TABLEAU, Tableau, Visiology, SPSS, STATISTICA, Airflow, BigQuery, ClickHouse, Distribution curves, EDA, LightGBM, Matplotlib, NumPy, Pandas, Percentiles, PostgreSQL, Python, SQL, Scipy, Sklearn, Standard deviation, XGBoost, matplotlib/seaborn, numpy, pandas, polars, scikit-learn, Математическая статистика, Теория вероятностей",Дата-сайентист,Junior Data Scientist
25,Middle Machine Learning Engineer,Рыбаков Алексей Николаевич,От 1 года до 3 лет,от 170 000 руб. до 280 000 руб.,Москва,Не указано,True,2025-09-03,"Автоматизация ML-пайплайнов, Анализ данных, Мониторинг, Работа с SQL, Работа с big data, Разработка моделей машинного обучения","Командная работа, Коммуникация","Airflow, DVC, MLflow, Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, Alertmanager, BI-инструменты, ELK, Grafana, ML Monitoring tools, Prometheus, QlikSense, Sentry, Zabbix, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД, ETL, PySpark, AWS, CatBoost, DVC, Databricks, FastAPI, Flask, GBM, Hugging Face, Hugging Face Transformers, Keras, LLM, LightGBM, MLflow, Matlab, NLP, NLTK, NumPy, Numpy, Pandas, PyTorch, Python, R, SAS, SQL, SVM, SciPy, Scikit-Learn, Scikit-learn, TensorFlow, Tensorflow, Torch, XGBoost, catboost, k-NN, lgbm, lightgbm, matplotlib, ngboost, numpy, pandas, scikit-learn, scipy, sklearn, spaCy, xgboost, контролируемое и неконтролируемое машинное обучение, предиктивное моделирование, семантический анализ",Дата-сайентист,Middle Machine Learning Engineer
